trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT02244580,"Evaluation of the MammaTyperTM Kit, Ref 90020/90021 Performed on Clinical Material Obtained From Patients With Breast Cancer: Re-Examination of Tumor Material and Re-Evaluation of Patient Data of the FinHer-Study",MammaTyper™,DEVICE,,COMPLETED,"This is a prospective examination of tumor material of breast cancer patients randomized into the FinHer-trial (= (= Comparison of vinorelbine and docetaxel and trastuzumab as adjuvant treatments of breast cancer patients wirh a high risk of cancer recurrence).

The formalin-fixed, paraffin-embedded tissue samples will be analysed for Estrogen receptor 1 (ESR1), progesterone receptor (PgR), Human epidermal growth factor receptor 2 (HER2) and Antigen Ki-67 (Ki-67) with the molecular in vitro diagnostic kit MammaTyper™.

According to the new subtyping the 5 year Distant disease free survival (DDFS) and Overall survival (OS) will be re-evaluated.",BioNTech Diagnostics GmbH,1.0
NCT03109080,"A Phase I of Olaparib With Radiation Therapy in Patients With Inflammatory, Loco-regionally Advanced or Metastatic TNBC (Triple Negative Breast Cancer) or Patient With Operated TNBC With Residual Disease",Olaparib; Radiation therapy,DRUG; RADIATION,,COMPLETED,"A Phase I of Olaparib with Radiation Therapy in Patients With Inflammatory, Loco-regionally Advanced or Metastatic TNBC (triple negative breast cancer) or Patient With Operated TNBC with Residual Disease.",Institut Curie,1.0
NCT02620280,Neo-Adjuvant Study With the PDL1-directed Antibody in Triple Negative Locally Advanced Breast Cancer Undergoing Treatment With Nab-paclitaxel and Carboplatin,Carboplatin; Abraxane; MPDL3280A; Surgery; Anthra,DRUG; DRUG; DRUG; PROCEDURE; DRUG,,COMPLETED,"This study that aims to evaluate the addition of MPDL3280A (atezolizumab) to carboplatin and nab-paclitaxel in patients with early high-risk and locally advanced triple negative breast cancer. compared to the control arm of carboplatin and abraxane. Half of participants will receive MPDL3280A in combination with carboplatin and abraxane, while the other half will receive only carboplatin and abraxane.",Fondazione Michelangelo,1.0
NCT05209529,Neoadjuvant Olaparib and Durvalumab for Patients With BRCA-associated Triple Negative Breast Cancer,olaparib; Durvalumab,DRUG; DRUG,,WITHDRAWN,This is a multicenter randomized phase ll clinical trial to evaluate the pathological complete response (pCR) in the tumour burden (primary and lymph nodes) with olaparib alone or in the olaparib and durvalumab arm in TNBC patients candidate for neoadjuvant strategy showing a t/gBRCAmut or BRCAness/HRD profile.,European Organisation for Research and Treatment of Cancer - EORTC,0.0
NCT02041429,Phase II Study of Combination Ruxolitinib (INCB018242) With Preoperative Chemotherapy for Triple Negative Inflammatory Breast Cancer Following Completion of a Phase I Combination Study in Recurrent/Metastatic Breast Cancer,Ruxolitinib; Paclitaxel,DRUG; DRUG,,COMPLETED,"This phase I/II research study is evaluating a combination of drugs called paclitaxel and ruxolitinib as a possible treatment for inflammatory breast cancer. Ruxolitinib is a newly discovered drug that has been shown to block a pathway (called the IL6/JAK/Stat pathway) that may be important in cancer, including breast cancer. Blocking this pathway may stop cancer cells from growing. Ruxolitinib has been approved by the FDA for patients with bone marrow disease, and this is the first study using this drug in combination with paclitaxel for breast cancer. Paclitaxel (also called Taxol) is an FDA drug approved for breast cancer patients. Paclitaxel works by blocking the small microtubules inside cancer cells and preventing cell growth. Information from laboratory experiments suggests that ruxolitinib might also have effects on breast cancer.These studies have shown that ruxolitinib may make paclitaxel more effective.",Dana-Farber Cancer Institute,1.0
NCT02807844,"A Phase Ib/II, Open Label, Multicenter Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies",MCS110; PDR001,DRUG; DRUG,,COMPLETED,"The purpose of this study of MCS110 with PDR001 was to characterize the safety, tolerability, pharmacokinetics (PK), pharmacodynamics (PD), and antitumor activity of the combination of MCS110 with PDR001 in adult patients with solid tumors.",Novartis Pharmaceuticals,1.0
NCT03366844,Preoperative Combination of Pembrolizumab and Radiation Therapy in Patients With Operable Breast Cancer,Pembrolizumab; RT Boost,DRUG; RADIATION,,ACTIVE_NOT_RECRUITING,"This study is being done to assess the feasibility of pembrolizumab (study drug) combined with standard radiation to the tumor (tumor boost) before patients undergo standard treatment that can consist of one or more of the following: breast-conserving surgery, radiation to the entire breast/chest wall after surgery, and chemotherapy.

Study participants will receive two doses of the study drug intravenously (through the vein) before their planned breast surgery or chemotherapy. The study drug will be administered three weeks apart. At the time of the second dose, radiation to the tumor in the affected breast will be given. This type of radiation treatment is called a ""tumor boost"", which is a standard part of radiation therapy for breast cancer that may occur either before or after planned breast-conserving surgery. Patients will receive breast surgery or begin chemotherapy approximately six weeks after your first dose of the study drug.",Stephen Shiao,1.0
NCT03256344,A Phase 1b Study of Talimogene Laherparepvec in Combination With Atezolizumab in Subjects With Triple Negative Breast Cancer and Colorectal Cancer With Liver Metastases,Talimogene Laherparepvec; Atezolizumab,BIOLOGICAL; BIOLOGICAL,,COMPLETED,"Approximately 36 DLT-evaluable subjects will be enrolled in this study. The locations of the study will be in the United States, Australia, Europe and Switzerland.

The goal of this study is to evaluate the safety of intrahepatic injection (directly into the liver) of talimogene laherparepvec in combination with intravenously administered atezolizumab in subjects with triple negative breast cancer and colorectal cancer with liver metastases.",Amgen,1.0
NCT02003092,"A Multi-Center, Dose Finding, Open Label, Phase 1 Study of RX-5902 in Subjects With Advanced or Metastatic Solid Tumors",RX-5902,DRUG,,TERMINATED,The purpose of this Phase 2 portion of the study is to use the dose and schedule of RX-5902 identified in the phase 1 to treat subjects with triple negative breast cancer.,"Rexahn Pharmaceuticals, Inc.",0.0
NCT04807192,"CMP-001 in Combination with Pre-Operative Stereotactic Body Radiation Therapy in Patients with Early Stage Triple Negative Breast Cancer: an Open-Label, Window of Opportunity, Randomized Phase 2 Clinical Study",stereotactic body radiotherapy; CMP-001,RADIATION; DRUG,,ACTIVE_NOT_RECRUITING,"This is an open-label, randomized, window-of-opportunity phase 2 clinical study evaluating the biological activity of preoperative Stereotactic Body RadioTherapy (SBRT) alone (Arm 1), and combined with subcutaneous (SC) followed by intra-tumoral (IT) administrations of CMP-001 (Arm 2), in subjects with early stage TNBC. Safety and efficacy of the treatments are also examined.

The main hypothesis that the study treatment induces an increase in stromal tumor infiltrating lymphocytes (sTILs) will be explored in each arm separately.

The study is designed as a randomized selection study, with randomization used to address patient selection bias while each arm is run as an independent study. No formal statistical comparison between the two arms is planned.

40 patients will be equally (1:1) randomized in this study (20 per arm), stratified into two groups according to primary treatment strategy (upfront surgery versus neoadjuvant chemotherapy).",Centre Hospitalier Universitaire Vaudois,1.0
NCT02854644,Study of the Anti-tumoral Immune Response T Cells Cluster of Differentiation 4 (TCD4): Proof of the Concept in Breast Cancer and Glioma,additional blood sample,OTHER,,COMPLETED,This study evaluates the frequency of the spontaneous T cells specific CD4 answers of tumoral antigens breast cancer and glioma.,Centre Hospitalier Universitaire de Besancon,1.0
NCT05852691,"A Phase II, Multicenter, Randomized, Double-Blind Study of Tobemstomig/RO7247669 Combined With Nab-Paclitaxel Compared With Pembrolizumab Combined With Nab-Paclitaxel in Participants With Previously Untreated, PD-L1-Positive, Locally-Advanced Unresectable or Metastatic Triple-Negative Breast Cancer",Tobemstomig; Pembrolizumab; Nab-Paclitaxel,DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"The purpose of this study is to assess the efficacy and safety of a novel immunotherapy candidate, tobemstomig, in combination with nab-paclitaxel, for patients with previously untreated, locally advanced, unresectable or metastatic (Stage IV) programmed death-ligand 1 (PD-L1)-positive triple-negative breast cancer (TNBC).",Hoffmann-La Roche,1.0
NCT02719691,"A Phase Ib Study of the Combination of MLN0128 (Dual TORC1/2 Inhibitor) and MLN8237 (Aurora A Inhibitor, Alisertib) in Patients With Advanced Solid Tumors With an Expansion Cohort in Metastatic Triple-negative Breast Cancer (TNBC)",Alisertib; MLN0128,DRUG; DRUG,,COMPLETED,This is a phase Ib study designed to evaluate the safety and toxicity of the combination of Alisertib and MLN0128 in patients with advanced solid tumors with an expansion cohort in patients with previously treated metastatic TNBC.,"University of Colorado, Denver",1.0
NCT01928394,"A Phase 1/2, Open-label Study of Nivolumab Monotherapy or Nivolumab Combined With Ipilimumab in Subjects With Advanced or Metastatic Solid Tumors",Nivolumab; Ipilimumab; Cobimetinib,BIOLOGICAL; BIOLOGICAL; DRUG,,COMPLETED,"To investigate the safety and efficacy of nivolumab as a single agent or in combination with ipilimumab in 6 tumor types - triple-negative breast cancer (TNBC), gastric cancer (GC), pancreatic adenocarcinoma (PC), small cell lung cancer (SCLC), bladder cancer (BC), and ovarian cancer (OC). A combination of nivolumab with ipilimumab and cobimetinib is also investigated in PC.",Bristol-Myers Squibb,1.0
NCT00542191,Phase II Trial of Neoadjuvant Metronomic Chemotherapy in Triple-Negative Breast Cancer,Doxorubicin / Cyclophosphamide / Paclitaxel / Carboplatin; Definitive Surgery; Radiotherapy,DRUG; PROCEDURE; RADIATION,,TERMINATED,"This neoadjuvant chemotherapy protocol focusing on ""triple-negative"" breast cancers alone will gather a foundation of primary tumor and axillary lymph nodal response to primary chemotherapy and ongoing correlated disease-free (DFS) and overall survival (OS) outcome data. This comparative data can then be used in building subsequent trials.",Leo W. Jenkins Cancer Center,0.0
