head,relation,tail
B2:SG,has_type,DRUG
NCT05928780,tests,C1:SG with SHR3162
C1:SG with SHR3162,has_type,DRUG
NCT05928780,tests,C2:SG
C2:SG,has_type,DRUG
NCT05928780,tests,D1:SG with VEGFRI
D1:SG with VEGFRI,has_type,DRUG
NCT05928780,tests,D2:SG
D2:SG,has_type,DRUG
NCT02244580,has_title,"Evaluation of the MammaTyperTM Kit, Ref 90020/90021 Performed on Clinical Material Obtained From Pat"
NCT02244580,has_status,COMPLETED
NCT02244580,has_phase,
NCT02244580,sponsored_by,BioNTech Diagnostics GmbH
NCT02244580,tests,MammaTyper™
MammaTyper™,has_type,DEVICE
NCT06022029,has_title,A Phase 1 Dose-Escalation and Expansion Study of Intratumorally Administered ONM-501 Alone and in Co
NCT06022029,has_status,RECRUITING
NCT06022029,has_phase,
NCT06022029,sponsored_by,"OncoNano Medicine, Inc."
NCT06022029,tests,ONM-501
ONM-501,has_type,DRUG
NCT06022029,tests,Cemiplimab
Cemiplimab,has_type,DRUG
NCT03109080,has_title,"A Phase I of Olaparib With Radiation Therapy in Patients With Inflammatory, Loco-regionally Advanced"
NCT03109080,has_status,COMPLETED
NCT03109080,has_phase,
NCT03109080,sponsored_by,Institut Curie
NCT03109080,tests,Olaparib
Olaparib,has_type,DRUG
NCT03109080,tests,Radiation therapy
Radiation therapy,has_type,RADIATION
NCT02620280,has_title,Neo-Adjuvant Study With the PDL1-directed Antibody in Triple Negative Locally Advanced Breast Cancer
NCT02620280,has_status,COMPLETED
NCT02620280,has_phase,
NCT02620280,sponsored_by,Fondazione Michelangelo
NCT02620280,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT02620280,tests,Abraxane
Abraxane,has_type,DRUG
NCT02620280,tests,MPDL3280A
MPDL3280A,has_type,DRUG
NCT02620280,tests,Surgery
Surgery,has_type,PROCEDURE
NCT02620280,tests,Anthra
Anthra,has_type,DRUG
NCT05209529,has_title,Neoadjuvant Olaparib and Durvalumab for Patients With BRCA-associated Triple Negative Breast Cancer
NCT05209529,has_status,WITHDRAWN
NCT05209529,has_phase,
NCT05209529,sponsored_by,European Organisation for Research and Treatment of Cancer - EORTC
NCT05209529,tests,olaparib
olaparib,has_type,DRUG
NCT05209529,tests,Durvalumab
Durvalumab,has_type,DRUG
NCT02041429,has_title,Phase II Study of Combination Ruxolitinib (INCB018242) With Preoperative Chemotherapy for Triple Neg
NCT02041429,has_status,COMPLETED
NCT02041429,has_phase,
NCT02041429,sponsored_by,Dana-Farber Cancer Institute
NCT02041429,tests,Ruxolitinib
Ruxolitinib,has_type,DRUG
NCT02041429,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT02807844,has_title,"A Phase Ib/II, Open Label, Multicenter Study of MCS110 in Combination With PDR001 in Patients With A"
NCT02807844,has_status,COMPLETED
NCT02807844,has_phase,
NCT02807844,sponsored_by,Novartis Pharmaceuticals
NCT02807844,tests,MCS110
MCS110,has_type,DRUG
NCT02807844,tests,PDR001
PDR001,has_type,DRUG
NCT06081244,has_title,NeoAdjuvant Dynamic Marker - Adjusted Personalized Therapy Comparing Sacituzumab Govitecan Versus Sa
NCT06081244,has_status,RECRUITING
NCT06081244,has_phase,
NCT06081244,sponsored_by,West German Study Group
NCT06081244,tests,Sacituzumab govitecan
Sacituzumab govitecan,has_type,DRUG
NCT06081244,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03366844,has_title,Preoperative Combination of Pembrolizumab and Radiation Therapy in Patients With Operable Breast Can
NCT03366844,has_status,ACTIVE_NOT_RECRUITING
NCT03366844,has_phase,
NCT03366844,sponsored_by,Stephen Shiao
NCT03366844,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT03366844,tests,RT Boost
RT Boost,has_type,RADIATION
NCT05341492,has_title,"A Single-arm, Open, Exploratory Clinical Study Evaluating the Safety and Efficacy of EGFR/B7H3 CAR-T"
NCT05341492,has_status,RECRUITING
NCT05341492,has_phase,
NCT05341492,sponsored_by,Second Affiliated Hospital of Guangzhou Medical University
NCT05341492,tests,EGFR/B7H3 CAR-T
EGFR/B7H3 CAR-T,has_type,BIOLOGICAL
NCT06568692,has_title,"A Phase 2, Open-Label Study of PCS6422 With Capecitabine in Patients With Advanced or Metastatic Bre"
NCT06568692,has_status,RECRUITING
NCT06568692,has_phase,
NCT06568692,sponsored_by,Processa Pharmaceuticals
NCT06568692,tests,PCS6422 and capecitabine
PCS6422 and capecitabine,has_type,DRUG
NCT06568692,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03256344,has_title,A Phase 1b Study of Talimogene Laherparepvec in Combination With Atezolizumab in Subjects With Tripl
NCT03256344,has_status,COMPLETED
NCT03256344,has_phase,
NCT03256344,sponsored_by,Amgen
NCT03256344,tests,Talimogene Laherparepvec
Talimogene Laherparepvec,has_type,BIOLOGICAL
NCT03256344,tests,Atezolizumab
Atezolizumab,has_type,BIOLOGICAL
NCT05059444,has_title,ORACLE: Observation of ResiduAl Cancer With Liquid Biopsy Evaluation
NCT05059444,has_status,RECRUITING
NCT05059444,has_phase,
NCT05059444,sponsored_by,"Guardant Health, Inc."
NCT05059444,tests,Guardant Reveal
Guardant Reveal,has_type,DIAGNOSTIC_TEST
NCT03671044,has_title,"A Global, Multicenter, Three Arms, Open-label Randomized Study to Evaluate the Efficacy and Safety o"
NCT03671044,has_status,RECRUITING
NCT03671044,has_phase,
NCT03671044,sponsored_by,Jina Pharmaceuticals Inc.
NCT03671044,tests,Nanosomal Docetaxel Lipid Suspension (75 mg/m2)
Nanosomal Docetaxel Lipid Suspension (75 mg/m2),has_type,DRUG
NCT03671044,tests,Nanosomal Docetaxel Lipid Suspension (100 mg/m2)
Nanosomal Docetaxel Lipid Suspension (100 mg/m2),has_type,DRUG
NCT03671044,tests,Taxotere® (100 mg/m2)
Taxotere® (100 mg/m2),has_type,DRUG
NCT06224244,has_title,A Prospective Phase II Trial of an Accelerated Hypofractionated Radiotherapy Schedule With Risk-adap
NCT06224244,has_status,RECRUITING
NCT06224244,has_phase,
NCT06224244,sponsored_by,Regina Elena Cancer Institute
NCT06224244,tests,Ten-fraction hypofractionated breast radiotherapy with 40 Gy simultaneous integrated bed boost
Ten-fraction hypofractionated breast radiotherapy with 40 Gy simultaneous integrated bed boost,has_type,RADIATION
NCT06224244,tests,Ten-fraction hypofractionated breast radiotherapy with 43 Gy simultaneous integrated bed boost
Ten-fraction hypofractionated breast radiotherapy with 43 Gy simultaneous integrated bed boost,has_type,RADIATION
NCT02003092,has_title,"A Multi-Center, Dose Finding, Open Label, Phase 1 Study of RX-5902 in Subjects With Advanced or Meta"
NCT02003092,has_status,TERMINATED
NCT02003092,has_phase,
NCT02003092,sponsored_by,"Rexahn Pharmaceuticals, Inc."
NCT02003092,tests,RX-5902
RX-5902,has_type,DRUG
NCT04807192,has_title,CMP-001 in Combination with Pre-Operative Stereotactic Body Radiation Therapy in Patients with Early
NCT04807192,has_status,ACTIVE_NOT_RECRUITING
NCT04807192,has_phase,
NCT04807192,sponsored_by,Centre Hospitalier Universitaire Vaudois
NCT04807192,tests,stereotactic body radiotherapy
stereotactic body radiotherapy,has_type,RADIATION
NCT04807192,tests,CMP-001
CMP-001,has_type,DRUG
NCT02854644,has_title,Study of the Anti-tumoral Immune Response T Cells Cluster of Differentiation 4 (TCD4): Proof of the 
NCT02854644,has_status,COMPLETED
NCT02854644,has_phase,
NCT02854644,sponsored_by,Centre Hospitalier Universitaire de Besancon
NCT02854644,tests,additional blood sample
additional blood sample,has_type,OTHER
NCT05852691,has_title,"A Phase II, Multicenter, Randomized, Double-Blind Study of Tobemstomig/RO7247669 Combined With Nab-P"
NCT05852691,has_status,ACTIVE_NOT_RECRUITING
NCT05852691,has_phase,
NCT05852691,sponsored_by,Hoffmann-La Roche
NCT05852691,tests,Tobemstomig
Tobemstomig,has_type,DRUG
NCT05852691,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05852691,tests,Nab-Paclitaxel
Nab-Paclitaxel,has_type,DRUG
NCT02719691,has_title,A Phase Ib Study of the Combination of MLN0128 (Dual TORC1/2 Inhibitor) and MLN8237 (Aurora A Inhibi
NCT02719691,has_status,COMPLETED
NCT02719691,has_phase,
NCT02719691,sponsored_by,"University of Colorado, Denver"
NCT02719691,tests,Alisertib
Alisertib,has_type,DRUG
NCT02719691,tests,MLN0128
MLN0128,has_type,DRUG
NCT01928394,has_title,"A Phase 1/2, Open-label Study of Nivolumab Monotherapy or Nivolumab Combined With Ipilimumab in Subj"
NCT01928394,has_status,COMPLETED
NCT01928394,has_phase,
NCT01928394,sponsored_by,Bristol-Myers Squibb
NCT01928394,tests,Nivolumab
Nivolumab,has_type,BIOLOGICAL
NCT01928394,tests,Ipilimumab
Ipilimumab,has_type,BIOLOGICAL
NCT01928394,tests,Cobimetinib
Cobimetinib,has_type,DRUG
NCT00542191,has_title,Phase II Trial of Neoadjuvant Metronomic Chemotherapy in Triple-Negative Breast Cancer
NCT00542191,has_status,TERMINATED
NCT00542191,has_phase,
NCT00542191,sponsored_by,Leo W. Jenkins Cancer Center
NCT00542191,tests,Doxorubicin / Cyclophosphamide / Paclitaxel / Carboplatin
Doxorubicin / Cyclophosphamide / Paclitaxel / Carboplatin,has_type,DRUG
NCT00542191,tests,Definitive Surgery
Definitive Surgery,has_type,PROCEDURE
NCT00542191,tests,Radiotherapy
Radiotherapy,has_type,RADIATION
NCT05208762,has_title,A Phase 1 Study of PF-08046054/SGN-PDL1V in Advanced Solid Tumors
NCT05208762,has_status,RECRUITING
NCT05208762,has_phase,
NCT05208762,sponsored_by,"Seagen, a wholly owned subsidiary of Pfizer"
NCT05208762,tests,PF-08046054
PF-08046054,has_type,DRUG
NCT05208762,tests,pembrolizumab
pembrolizumab,has_type,DRUG
NCT02425891,has_title,"A Phase III, Multicenter, Randomized, Placebo-Controlled Study of Atezolizumab (Anti-PD-L1 Antibody)"
NCT02425891,has_status,COMPLETED
NCT02425891,has_phase,
NCT02425891,sponsored_by,Hoffmann-La Roche
NCT02425891,tests,"Atezolizumab (MPDL3280A), an engineered anti-PDL1 antibody"
"Atezolizumab (MPDL3280A), an engineered anti-PDL1 antibody",has_type,DRUG
NCT02425891,tests,Nab-Paclitaxel
Nab-Paclitaxel,has_type,DRUG
NCT02425891,tests,Placebo
Placebo,has_type,DRUG
NCT05491694,has_title,To Evaluate the Efficacy and Safety of Toripalimab Combined With Chemotherapy (Epirubicin + Cyclopho
NCT05491694,has_status,UNKNOWN
NCT05491694,has_phase,
NCT05491694,sponsored_by,The First Affiliated Hospital with Nanjing Medical University
NCT05491694,tests,Toripalimab
Toripalimab,has_type,DRUG
NCT05491694,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05491694,tests,High Intensity Focused Ultrasoun
High Intensity Focused Ultrasoun,has_type,PROCEDURE
NCT05491694,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05491694,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05491694,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
NCT02393794,has_title,Phase I/II Study of Cisplatin Plus Romidepsin and Nivolumab in Metastatic Triple Negative Breast Can
NCT02393794,has_status,UNKNOWN
NCT02393794,has_phase,
NCT02393794,sponsored_by,Priyanka Sharma
NCT02393794,tests,Romidepsin
Romidepsin,has_type,DRUG
NCT02393794,tests,Cisplatin
Cisplatin,has_type,DRUG
NCT02393794,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT06154291,has_title,"Phase I/II, Multi Center, Open Label, First-in-human, Dose Escalation and Expansion Study to Investi"
NCT06154291,has_status,RECRUITING
NCT06154291,has_phase,
NCT06154291,sponsored_by,Xenothera SAS
NCT06154291,tests,XON7
XON7,has_type,DRUG
NCT03316794,has_title,An Open-Label Study of SC-005 in Subjects With Triple Negative Breast Cancer (TNBC)
NCT03316794,has_status,TERMINATED
NCT03316794,has_phase,
NCT03316794,sponsored_by,AbbVie
NCT03316794,tests,SC-005
SC-005,has_type,DRUG
NCT03318562,has_title,A Pharmacodynamic Study of Oral eFT508 in Subjects With Advanced Triple Negative Breast Cancer and H
NCT03318562,has_status,TERMINATED
NCT03318562,has_phase,
NCT03318562,sponsored_by,Effector Therapeutics
NCT03318562,tests,eFT508
eFT508,has_type,DRUG
NCT05181462,has_title,A Randomized Non-comparative Open-label Phase 1b/2 Study of Nadunolimab in Combination with Gemcitab
NCT05181462,has_status,ACTIVE_NOT_RECRUITING
NCT05181462,has_phase,
NCT05181462,sponsored_by,Cantargia AB
NCT05181462,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05181462,tests,Gemcitabine
Gemcitabine,has_type,DRUG
NCT05181462,tests,Nadunolimab
Nadunolimab,has_type,DRUG
NCT03289962,has_title,"A Phase 1a/1b Open-Label, Dose-Escalation Study of the Safety and Pharmacokinetics of RO7198457 as a"
NCT03289962,has_status,COMPLETED
NCT03289962,has_phase,
NCT03289962,sponsored_by,"Genentech, Inc."
NCT03289962,tests,Autogene cevumeran
Autogene cevumeran,has_type,DRUG
NCT03289962,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT03849469,has_title,A Phase 1 Multiple-Dose Study to Evaluate the Safety and Tolerability of XmAb®22841 Monotherapy and 
NCT03849469,has_status,COMPLETED
NCT03849469,has_phase,
NCT03849469,sponsored_by,"Xencor, Inc."
NCT03849469,tests,XmAb®22841
XmAb®22841,has_type,BIOLOGICAL
NCT03849469,tests,Pembrolizumab (Keytruda®)
Pembrolizumab (Keytruda®),has_type,BIOLOGICAL
NCT06448169,has_title,Observational Study on the Sensitivity of Neoadjuvant Immunotherapy in Early Triple-Negative Breast 
NCT06448169,has_status,NOT_YET_RECRUITING
NCT06448169,has_phase,
NCT06448169,sponsored_by,Shandong University
NCT06448169,tests,PD-1 inhibitor
PD-1 inhibitor,has_type,DRUG
NCT02670668,has_title,Single Centre，Exploratory，Parallel and Retrospective Study to Analysis the Mutation and Expression o
NCT02670668,has_status,UNKNOWN
NCT02670668,has_phase,
NCT02670668,sponsored_by,Fudan University
NCT02670668,tests,Mutation analysis
Mutation analysis,has_type,OTHER
NCT06246968,has_title,Does Cryoablation Boost Immune Response Improving the Benefits of Pembrolizumab in Patients With Met
NCT06246968,has_status,RECRUITING
NCT06246968,has_phase,
NCT06246968,sponsored_by,Memorial Sloan Kettering Cancer Center
NCT06246968,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT06246968,tests,Cryoablation
Cryoablation,has_type,DEVICE
NCT05318469,has_title,A Phase I/II Study Evaluating the Safety and Efficacy of Ivermectin in Combination With Balstilimab 
NCT05318469,has_status,RECRUITING
NCT05318469,has_phase,
NCT05318469,sponsored_by,Yuan Yuan
NCT05318469,tests,Ivermectin
Ivermectin,has_type,DRUG
NCT05318469,tests,Balstilmab
Balstilmab,has_type,DRUG
NCT05318469,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT04906369,has_title,Optimizing Treatment of Metastatic Breast Cancer Through Real-Time Disease Monitoring
NCT04906369,has_status,SUSPENDED
NCT04906369,has_phase,
NCT04906369,sponsored_by,Mayo Clinic
NCT04906369,tests,Biospecimen Collection
Biospecimen Collection,has_type,PROCEDURE
NCT04789668,has_title,Phase I/II Trial of BINTRAFUSP ALFA (M7824) and Pimasertib for Treatment of Intracranial Metastases
NCT04789668,has_status,COMPLETED
NCT04789668,has_phase,
NCT04789668,sponsored_by,M.D. Anderson Cancer Center
NCT04789668,tests,Bintrafusp Alfa
Bintrafusp Alfa,has_type,DRUG
NCT04789668,tests,Pimasertib
Pimasertib,has_type,DRUG
NCT04789668,tests,Quality-of-Life Assessment
Quality-of-Life Assessment,has_type,OTHER
NCT04626440,has_title,Comprehensive Precision Medicine Research on the Heterogeneity of Taiwanese Breast Cancer Patients b
NCT04626440,has_status,RECRUITING
NCT04626440,has_phase,
NCT04626440,sponsored_by,vghtpe user
NCT04626440,tests,Diagnostic stage or the Clinical outcome
Diagnostic stage or the Clinical outcome,has_type,PROCEDURE
NCT05537740,has_title,"First-in-human Dose-escalation and Expansion Study to Evaluate the Safety, Tolerability, and Pharmac"
NCT05537740,has_status,RECRUITING
NCT05537740,has_phase,
NCT05537740,sponsored_by,Bayer
NCT05537740,tests,BAY3375968
BAY3375968,has_type,DRUG
NCT05537740,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT06441240,has_title,Evaluation of Recurrence Risk Factors in Locally Advanced Breast Cancer Patients Underwent Neoadjuva
NCT06441240,has_status,RECRUITING
NCT06441240,has_phase,
NCT06441240,sponsored_by,Fondazione Policlinico Universitario Agostino Gemelli IRCCS
NCT06441240,tests,MRI
MRI,has_type,DIAGNOSTIC_TEST
NCT04434040,has_title,A Single Arm Phase 2 Trial of Atezolizumab With Sacituzumab Govitecan to Prevent Recurrence in Tripl
NCT04434040,has_status,ACTIVE_NOT_RECRUITING
NCT04434040,has_phase,
NCT04434040,sponsored_by,Dana-Farber Cancer Institute
NCT04434040,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT04434040,tests,Sacituzumab govitecan
Sacituzumab govitecan,has_type,DRUG
NCT05420467,has_title,"A Prospective, Open-label, Non-inferiority Study to Evaluate Injectable Albumin-bound Paclitaxel Ver"
NCT05420467,has_status,RECRUITING
NCT05420467,has_phase,
NCT05420467,sponsored_by,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT05420467,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05420467,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT05420467,tests,Trastuzumab
Trastuzumab,has_type,DRUG
NCT05420467,tests,Pertuzumab
Pertuzumab,has_type,DRUG
NCT05420467,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT05420467,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05420467,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05420467,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT05420467,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT05420467,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05420467,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT05420467,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT03606967,has_title,Randomized Phase 2 Clinical Trial of Nab-Paclitaxel + Durvalumab (MEDI4736) + Tremelimumab + Neoanti
NCT03606967,has_status,RECRUITING
NCT03606967,has_phase,
NCT03606967,sponsored_by,National Cancer Institute (NCI)
NCT03606967,tests,Biopsy Procedure
Biopsy Procedure,has_type,PROCEDURE
NCT03606967,tests,Biospecimen Collection
Biospecimen Collection,has_type,PROCEDURE
NCT03606967,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT03606967,tests,Computed Tomography
Computed Tomography,has_type,PROCEDURE
NCT03606967,tests,Durvalumab
Durvalumab,has_type,BIOLOGICAL
NCT03606967,tests,Gemcitabine Hydrochloride
Gemcitabine Hydrochloride,has_type,DRUG
NCT03606967,tests,Magnetic Resonance Imaging
Magnetic Resonance Imaging,has_type,PROCEDURE
NCT03606967,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
NCT03606967,tests,Personalized Synthetic Long Peptide Vaccine
Personalized Synthetic Long Peptide Vaccine,has_type,BIOLOGICAL
NCT03606967,tests,Poly ICLC
Poly ICLC,has_type,DRUG
NCT03606967,tests,Sacituzumab Govitecan
Sacituzumab Govitecan,has_type,BIOLOGICAL
NCT03606967,tests,Tremelimumab
Tremelimumab,has_type,BIOLOGICAL
NCT01745367,has_title,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled, Study Comparing Tivozanib Hydrochloride in C"
NCT01745367,has_status,TERMINATED
NCT01745367,has_phase,
NCT01745367,sponsored_by,"AVEO Pharmaceuticals, Inc."
NCT01745367,tests,Tivozanib Hydrochloride
Tivozanib Hydrochloride,has_type,DRUG
